Product,Availability,Date,Value
Crisps (multipack),High,26 Nov 2021 - 29 Nov 2021,37.55%
Dried pasta,None,26 Nov 2021 - 29 Nov 2021,0.77%
Dried pasta,Low,26 Nov 2021 - 29 Nov 2021,8.43%
Dried pasta,Medium,26 Nov 2021 - 29 Nov 2021,47.89%
Dried pasta,High,26 Nov 2021 - 29 Nov 2021,42.91%
Fresh chicken,None,26 Nov 2021 - 29 Nov 2021,1.53%
Fresh chicken,Low,26 Nov 2021 - 29 Nov 2021,4.20%
Fresh chicken,Medium,26 Nov 2021 - 29 Nov 2021,32.06%
Fresh chicken,High,26 Nov 2021 - 29 Nov 2021,62.21%
Fresh fish,None,26 Nov 2021 - 29 Nov 2021,2.02%
Fresh fish,Low,26 Nov 2021 - 29 Nov 2021,6.88%
Fresh fish,Medium,26 Nov 2021 - 29 Nov 2021,42.51%
Fresh fish,High,26 Nov 2021 - 29 Nov 2021,48.58%
Fresh fruit,None,26 Nov 2021 - 29 Nov 2021,0.76%
Fresh fruit,Low,26 Nov 2021 - 29 Nov 2021,4.96%
Fresh fruit,Medium,26 Nov 2021 - 29 Nov 2021,39.31%
Fresh fruit,High,26 Nov 2021 - 29 Nov 2021,54.96%
Fresh pork,None,26 Nov 2021 - 29 Nov 2021,1.14%
Fresh pork,Low,26 Nov 2021 - 29 Nov 2021,10.65%
Fresh pork,Medium,26 Nov 2021 - 29 Nov 2021,42.21%
Fresh pork,High,26 Nov 2021 - 29 Nov 2021,46.01%
Fresh vegetables,None,26 Nov 2021 - 29 Nov 2021,0.76%
Fresh vegetables,Low,26 Nov 2021 - 29 Nov 2021,3.05%
Fresh vegetables,Medium,26 Nov 2021 - 29 Nov 2021,34.35%
Fresh vegetables,High,26 Nov 2021 - 29 Nov 2021,61.83%
Frozen chips,None,26 Nov 2021 - 29 Nov 2021,2.31%
Frozen chips,Low,26 Nov 2021 - 29 Nov 2021,5.38%
Frozen chips,Medium,26 Nov 2021 - 29 Nov 2021,36.54%
Frozen chips,High,26 Nov 2021 - 29 Nov 2021,55.77%
Frozen fish,None,26 Nov 2021 - 29 Nov 2021,0.78%
Frozen fish,Low,26 Nov 2021 - 29 Nov 2021,4.67%
Frozen fish,Medium,26 Nov 2021 - 29 Nov 2021,37.74%
Frozen fish,High,26 Nov 2021 - 29 Nov 2021,56.81%
Frozen turkey,None,26 Nov 2021 - 29 Nov 2021,8.06%
Frozen turkey,Low,26 Nov 2021 - 29 Nov 2021,5.21%
Frozen turkey,Medium,26 Nov 2021 - 29 Nov 2021,38.39%
Frozen turkey,High,26 Nov 2021 - 29 Nov 2021,48.34%
Frozen vegetables,None,26 Nov 2021 - 29 Nov 2021,0.77%
Frozen vegetables,Low,26 Nov 2021 - 29 Nov 2021,3.08%
Frozen vegetables,Medium,26 Nov 2021 - 29 Nov 2021,39.62%
Frozen vegetables,High,26 Nov 2021 - 29 Nov 2021,56.54%
Ibuprofen,None,26 Nov 2021 - 29 Nov 2021,4.98%
Ibuprofen,Low,26 Nov 2021 - 29 Nov 2021,11.49%
Ibuprofen,Medium,26 Nov 2021 - 29 Nov 2021,36.02%
Ibuprofen,High,26 Nov 2021 - 29 Nov 2021,47.51%
Milk,None,26 Nov 2021 - 29 Nov 2021,0.38%
Milk,Low,26 Nov 2021 - 29 Nov 2021,4.58%
Milk,Medium,26 Nov 2021 - 29 Nov 2021,50.00%
Milk,High,26 Nov 2021 - 29 Nov 2021,45.04%
Paracetamol,None,26 Nov 2021 - 29 Nov 2021,2.68%
Paracetamol,Low,26 Nov 2021 - 29 Nov 2021,13.41%
Paracetamol,Medium,26 Nov 2021 - 29 Nov 2021,33.33%
Paracetamol,High,26 Nov 2021 - 29 Nov 2021,50.57%
Potatoes,None,26 Nov 2021 - 29 Nov 2021,1.15%
Potatoes,Low,26 Nov 2021 - 29 Nov 2021,4.20%
Potatoes,Medium,26 Nov 2021 - 29 Nov 2021,32.44%
Potatoes,High,26 Nov 2021 - 29 Nov 2021,62.21%
Soap,None,26 Nov 2021 - 29 Nov 2021,1.53%
Soap,Low,26 Nov 2021 - 29 Nov 2021,4.58%
Soap,Medium,26 Nov 2021 - 29 Nov 2021,36.26%
Soap,High,26 Nov 2021 - 29 Nov 2021,57.63%
Sparkling water,None,26 Nov 2021 - 29 Nov 2021,1.15%
Sparkling water,Low,26 Nov 2021 - 29 Nov 2021,12.60%
Sparkling water,Medium,26 Nov 2021 - 29 Nov 2021,33.97%
Sparkling water,High,26 Nov 2021 - 29 Nov 2021,52.29%
Toilet rolls,None,26 Nov 2021 - 29 Nov 2021,0.38%
Toilet rolls,Low,26 Nov 2021 - 29 Nov 2021,7.66%
Toilet rolls,Medium,26 Nov 2021 - 29 Nov 2021,36.78%
Toilet rolls,High,26 Nov 2021 - 29 Nov 2021,55.17%
Toothpaste,None,26 Nov 2021 - 29 Nov 2021,0.77%
Toothpaste,Low,26 Nov 2021 - 29 Nov 2021,3.07%
Toothpaste,Medium,26 Nov 2021 - 29 Nov 2021,41.38%
Toothpaste,High,26 Nov 2021 - 29 Nov 2021,54.79%
Washing up liquid,None,26 Nov 2021 - 29 Nov 2021,3.05%
Washing up liquid,Low,26 Nov 2021 - 29 Nov 2021,6.11%
Washing up liquid,Medium,26 Nov 2021 - 29 Nov 2021,32.82%
Washing up liquid,High,26 Nov 2021 - 29 Nov 2021,58.02%
Total,None,3 Dec 2021 - 6 Dec 2021,1.61%
Total,Low,3 Dec 2021 - 6 Dec 2021,7.21%
Total,Medium,3 Dec 2021 - 6 Dec 2021,37.74%
Total,High,3 Dec 2021 - 6 Dec 2021,53.44%
Beer,None,3 Dec 2021 - 6 Dec 2021,0.38%
Beer,Low,3 Dec 2021 - 6 Dec 2021,1.51%
Beer,Medium,3 Dec 2021 - 6 Dec 2021,29.06%
Beer,High,3 Dec 2021 - 6 Dec 2021,69.06%
Bread,None,3 Dec 2021 - 6 Dec 2021,0.37%
Bread,Low,3 Dec 2021 - 6 Dec 2021,3.36%
Bread,Medium,3 Dec 2021 - 6 Dec 2021,42.16%
Bread,High,3 Dec 2021 - 6 Dec 2021,54.10%
Chocolate selection boxes,None,3 Dec 2021 - 6 Dec 2021,3.41%
Chocolate selection boxes,Low,3 Dec 2021 - 6 Dec 2021,7.95%
Chocolate selection boxes,Medium,3 Dec 2021 - 6 Dec 2021,25.00%
Chocolate selection boxes,High,3 Dec 2021 - 6 Dec 2021,63.64%
Crisps (multipack),None,3 Dec 2021 - 6 Dec 2021,1.12%
Crisps (multipack),Low,3 Dec 2021 - 6 Dec 2021,16.10%
Crisps (multipack),Medium,3 Dec 2021 - 6 Dec 2021,47.94%
Crisps (multipack),High,3 Dec 2021 - 6 Dec 2021,34.83%
Dried pasta,None,3 Dec 2021 - 6 Dec 2021,1.12%
Dried pasta,Low,3 Dec 2021 - 6 Dec 2021,5.22%
Dried pasta,Medium,3 Dec 2021 - 6 Dec 2021,43.66%
Dried pasta,High,3 Dec 2021 - 6 Dec 2021,50.00%
Fresh chicken,None,3 Dec 2021 - 6 Dec 2021,1.12%
Fresh chicken,Low,3 Dec 2021 - 6 Dec 2021,5.60%
Fresh chicken,Medium,3 Dec 2021 - 6 Dec 2021,31.34%
Fresh chicken,High,3 Dec 2021 - 6 Dec 2021,61.94%
Fresh fish,None,3 Dec 2021 - 6 Dec 2021,1.57%
Fresh fish,Low,3 Dec 2021 - 6 Dec 2021,7.87%
Fresh fish,Medium,3 Dec 2021 - 6 Dec 2021,44.09%
Fresh fish,High,3 Dec 2021 - 6 Dec 2021,46.46%
Fresh fruit,None,3 Dec 2021 - 6 Dec 2021,0.75%
Fresh fruit,Low,3 Dec 2021 - 6 Dec 2021,1.87%
Fresh fruit,Medium,3 Dec 2021 - 6 Dec 2021,44.40%
Fresh fruit,High,3 Dec 2021 - 6 Dec 2021,52.99%
Fresh pork,None,3 Dec 2021 - 6 Dec 2021,2.61%
Fresh pork,Low,3 Dec 2021 - 6 Dec 2021,14.93%
Fresh pork,Medium,3 Dec 2021 - 6 Dec 2021,38.06%
Fresh pork,High,3 Dec 2021 - 6 Dec 2021,44.40%
Fresh vegetables,None,3 Dec 2021 - 6 Dec 2021,0.75%
Fresh vegetables,Low,3 Dec 2021 - 6 Dec 2021,3.36%
Fresh vegetables,Medium,3 Dec 2021 - 6 Dec 2021,37.69%
Fresh vegetables,High,3 Dec 2021 - 6 Dec 2021,58.21%
Frozen chips,None,3 Dec 2021 - 6 Dec 2021,0.75%
Frozen chips,Low,3 Dec 2021 - 6 Dec 2021,7.55%
Frozen chips,Medium,3 Dec 2021 - 6 Dec 2021,38.11%
Frozen chips,High,3 Dec 2021 - 6 Dec 2021,53.58%
Frozen fish,None,3 Dec 2021 - 6 Dec 2021,0.77%
Frozen fish,Low,3 Dec 2021 - 6 Dec 2021,4.60%
Frozen fish,Medium,3 Dec 2021 - 6 Dec 2021,35.25%
Frozen fish,High,3 Dec 2021 - 6 Dec 2021,59.39%
Frozen turkey,None,3 Dec 2021 - 6 Dec 2021,8.11%
Frozen turkey,Low,3 Dec 2021 - 6 Dec 2021,9.46%
Frozen turkey,Medium,3 Dec 2021 - 6 Dec 2021,38.29%
Frozen turkey,High,3 Dec 2021 - 6 Dec 2021,44.14%
Frozen vegetables,None,3 Dec 2021 - 6 Dec 2021,0.75%
Frozen vegetables,Low,3 Dec 2021 - 6 Dec 2021,6.39%
Frozen vegetables,Medium,3 Dec 2021 - 6 Dec 2021,37.22%
Frozen vegetables,High,3 Dec 2021 - 6 Dec 2021,55.64%
Ibuprofen,None,3 Dec 2021 - 6 Dec 2021,3.40%
Ibuprofen,Low,3 Dec 2021 - 6 Dec 2021,14.34%
Ibuprofen,Medium,3 Dec 2021 - 6 Dec 2021,32.45%
Ibuprofen,High,3 Dec 2021 - 6 Dec 2021,49.81%
Milk,None,3 Dec 2021 - 6 Dec 2021,0.37%
Milk,Low,3 Dec 2021 - 6 Dec 2021,5.60%
Milk,Medium,3 Dec 2021 - 6 Dec 2021,43.66%
Milk,High,3 Dec 2021 - 6 Dec 2021,50.37%
Paracetamol,None,3 Dec 2021 - 6 Dec 2021,4.12%
Paracetamol,Low,3 Dec 2021 - 6 Dec 2021,11.99%
Paracetamol,Medium,3 Dec 2021 - 6 Dec 2021,37.83%
Paracetamol,High,3 Dec 2021 - 6 Dec 2021,46.07%
Potatoes,None,3 Dec 2021 - 6 Dec 2021,0.75%
Potatoes,Low,3 Dec 2021 - 6 Dec 2021,2.99%
Potatoes,Medium,3 Dec 2021 - 6 Dec 2021,35.07%
Potatoes,High,3 Dec 2021 - 6 Dec 2021,61.19%
Soap,None,3 Dec 2021 - 6 Dec 2021,1.87%
Soap,Low,3 Dec 2021 - 6 Dec 2021,5.97%
Soap,Medium,3 Dec 2021 - 6 Dec 2021,35.07%
Soap,High,3 Dec 2021 - 6 Dec 2021,57.09%
Sparkling water,None,3 Dec 2021 - 6 Dec 2021,1.87%
Sparkling water,Low,3 Dec 2021 - 6 Dec 2021,10.45%
Sparkling water,Medium,3 Dec 2021 - 6 Dec 2021,36.57%
Sparkling water,High,3 Dec 2021 - 6 Dec 2021,51.12%
Toilet rolls,None,3 Dec 2021 - 6 Dec 2021,0.75%
Toilet rolls,Low,3 Dec 2021 - 6 Dec 2021,7.87%
Toilet rolls,Medium,3 Dec 2021 - 6 Dec 2021,42.70%
Toilet rolls,High,3 Dec 2021 - 6 Dec 2021,48.69%
Toothpaste,None,3 Dec 2021 - 6 Dec 2021,1.12%
Toothpaste,Low,3 Dec 2021 - 6 Dec 2021,5.99%
Toothpaste,Medium,3 Dec 2021 - 6 Dec 2021,38.58%
Toothpaste,High,3 Dec 2021 - 6 Dec 2021,54.31%
Washing up liquid,None,3 Dec 2021 - 6 Dec 2021,0.38%
Washing up liquid,Low,3 Dec 2021 - 6 Dec 2021,5.26%
Washing up liquid,Medium,3 Dec 2021 - 6 Dec 2021,33.83%
Washing up liquid,High,3 Dec 2021 - 6 Dec 2021,60.53%
Total,None,10 Dec 2021 - 13 Dec 2021,1.48%
Total,Low,10 Dec 2021 - 13 Dec 2021,7.27%
Total,Medium,10 Dec 2021 - 13 Dec 2021,37.88%
Total,High,10 Dec 2021 - 13 Dec 2021,53.37%
Beer,None,10 Dec 2021 - 13 Dec 2021,0.38%
Beer,Low,10 Dec 2021 - 13 Dec 2021,1.13%
Beer,Medium,10 Dec 2021 - 13 Dec 2021,23.40%
Beer,High,10 Dec 2021 - 13 Dec 2021,75.09%
Bread,None,10 Dec 2021 - 13 Dec 2021,0.37%
Bread,Low,10 Dec 2021 - 13 Dec 2021,4.10%
Bread,Medium,10 Dec 2021 - 13 Dec 2021,43.66%
Bread,High,10 Dec 2021 - 13 Dec 2021,51.87%
Chocolate selection boxes,None,10 Dec 2021 - 13 Dec 2021,3.03%
Chocolate selection boxes,Low,10 Dec 2021 - 13 Dec 2021,9.85%
Chocolate selection boxes,Medium,10 Dec 2021 - 13 Dec 2021,32.58%
Chocolate selection boxes,High,10 Dec 2021 - 13 Dec 2021,54.55%
Crisps (multipack),None,10 Dec 2021 - 13 Dec 2021,1.49%
Crisps (multipack),Low,10 Dec 2021 - 13 Dec 2021,12.69%
Crisps (multipack),Medium,10 Dec 2021 - 13 Dec 2021,47.39%
Crisps (multipack),High,10 Dec 2021 - 13 Dec 2021,38.43%
Dried pasta,None,10 Dec 2021 - 13 Dec 2021,0.37%
Dried pasta,Low,10 Dec 2021 - 13 Dec 2021,8.96%
Dried pasta,Medium,10 Dec 2021 - 13 Dec 2021,38.43%
Dried pasta,High,10 Dec 2021 - 13 Dec 2021,52.24%
Fresh chicken,None,10 Dec 2021 - 13 Dec 2021,0.75%
Fresh chicken,Low,10 Dec 2021 - 13 Dec 2021,6.34%
Fresh chicken,Medium,10 Dec 2021 - 13 Dec 2021,33.21%
Fresh chicken,High,10 Dec 2021 - 13 Dec 2021,59.70%
Fresh fish,None,10 Dec 2021 - 13 Dec 2021,0.79%
Fresh fish,Low,10 Dec 2021 - 13 Dec 2021,11.86%
Fresh fish,Medium,10 Dec 2021 - 13 Dec 2021,38.34%
Fresh fish,High,10 Dec 2021 - 13 Dec 2021,49.01%
Fresh fruit,None,10 Dec 2021 - 13 Dec 2021,0.75%
Fresh fruit,Low,10 Dec 2021 - 13 Dec 2021,4.85%
Fresh fruit,Medium,10 Dec 2021 - 13 Dec 2021,36.57%
Fresh fruit,High,10 Dec 2021 - 13 Dec 2021,57.84%
Fresh pork,None,10 Dec 2021 - 13 Dec 2021,1.87%
Fresh pork,Low,10 Dec 2021 - 13 Dec 2021,9.70%
Fresh pork,Medium,10 Dec 2021 - 13 Dec 2021,42.54%
Fresh pork,High,10 Dec 2021 - 13 Dec 2021,45.90%
Fresh vegetables,None,10 Dec 2021 - 13 Dec 2021,0.75%
Fresh vegetables,Low,10 Dec 2021 - 13 Dec 2021,4.48%
Fresh vegetables,Medium,10 Dec 2021 - 13 Dec 2021,32.84%
Fresh vegetables,High,10 Dec 2021 - 13 Dec 2021,61.94%
Frozen chips,None,10 Dec 2021 - 13 Dec 2021,0.38%
Frozen chips,Low,10 Dec 2021 - 13 Dec 2021,7.52%
Frozen chips,Medium,10 Dec 2021 - 13 Dec 2021,39.47%
Frozen chips,High,10 Dec 2021 - 13 Dec 2021,52.63%
Frozen fish,None,10 Dec 2021 - 13 Dec 2021,1.15%
Frozen fish,Low,10 Dec 2021 - 13 Dec 2021,3.45%
Frozen fish,Medium,10 Dec 2021 - 13 Dec 2021,40.23%
Frozen fish,High,10 Dec 2021 - 13 Dec 2021,55.17%
Frozen turkey,None,10 Dec 2021 - 13 Dec 2021,6.36%
Frozen turkey,Low,10 Dec 2021 - 13 Dec 2021,10.91%
Frozen turkey,Medium,10 Dec 2021 - 13 Dec 2021,41.82%
Frozen turkey,High,10 Dec 2021 - 13 Dec 2021,40.91%
Frozen vegetables,None,10 Dec 2021 - 13 Dec 2021,0.75%
Frozen vegetables,Low,10 Dec 2021 - 13 Dec 2021,6.02%
Frozen vegetables,Medium,10 Dec 2021 - 13 Dec 2021,36.47%
Frozen vegetables,High,10 Dec 2021 - 13 Dec 2021,56.77%
Ibuprofen,None,10 Dec 2021 - 13 Dec 2021,3.01%
Ibuprofen,Low,10 Dec 2021 - 13 Dec 2021,11.28%
Ibuprofen,Medium,10 Dec 2021 - 13 Dec 2021,41.73%
Ibuprofen,High,10 Dec 2021 - 13 Dec 2021,43.98%
Milk,None,10 Dec 2021 - 13 Dec 2021,0.37%
Milk,Low,10 Dec 2021 - 13 Dec 2021,6.72%
Milk,Medium,10 Dec 2021 - 13 Dec 2021,46.64%
Milk,High,10 Dec 2021 - 13 Dec 2021,46.27%
Paracetamol,None,10 Dec 2021 - 13 Dec 2021,6.37%
Paracetamol,Low,10 Dec 2021 - 13 Dec 2021,13.86%
Paracetamol,Medium,10 Dec 2021 - 13 Dec 2021,35.58%
Paracetamol,High,10 Dec 2021 - 13 Dec 2021,44.19%
Potatoes,None,10 Dec 2021 - 13 Dec 2021,0.75%
Potatoes,Low,10 Dec 2021 - 13 Dec 2021,5.22%
Potatoes,Medium,10 Dec 2021 - 13 Dec 2021,26.49%
Potatoes,High,10 Dec 2021 - 13 Dec 2021,67.54%
Soap,None,10 Dec 2021 - 13 Dec 2021,1.87%
Soap,Low,10 Dec 2021 - 13 Dec 2021,7.09%
Soap,Medium,10 Dec 2021 - 13 Dec 2021,37.69%
Soap,High,10 Dec 2021 - 13 Dec 2021,53.36%
Sparkling water,None,10 Dec 2021 - 13 Dec 2021,1.12%
Sparkling water,Low,10 Dec 2021 - 13 Dec 2021,7.84%
Sparkling water,Medium,10 Dec 2021 - 13 Dec 2021,44.40%
Sparkling water,High,10 Dec 2021 - 13 Dec 2021,46.64%
Toilet rolls,None,10 Dec 2021 - 13 Dec 2021,0.75%
Toilet rolls,Low,10 Dec 2021 - 13 Dec 2021,4.12%
Toilet rolls,Medium,10 Dec 2021 - 13 Dec 2021,41.95%
Toilet rolls,High,10 Dec 2021 - 13 Dec 2021,53.18%
Toothpaste,None,10 Dec 2021 - 13 Dec 2021,0.75%
Toothpaste,Low,10 Dec 2021 - 13 Dec 2021,3.75%
Toothpaste,Medium,10 Dec 2021 - 13 Dec 2021,38.95%
Toothpaste,High,10 Dec 2021 - 13 Dec 2021,56.55%
Washing up liquid,None,10 Dec 2021 - 13 Dec 2021,0.75%
Washing up liquid,Low,10 Dec 2021 - 13 Dec 2021,6.37%
Washing up liquid,Medium,10 Dec 2021 - 13 Dec 2021,31.46%
Washing up liquid,High,10 Dec 2021 - 13 Dec 2021,61.42%
Total,None,17 Dec 2021 - 20 Dec 2021,1.66%
Total,Low,17 Dec 2021 - 20 Dec 2021,7.08%
Total,Medium,17 Dec 2021 - 20 Dec 2021,39.70%
Total,High,17 Dec 2021 - 20 Dec 2021,51.56%
Beer,None,17 Dec 2021 - 20 Dec 2021,0.39%
Beer,Low,17 Dec 2021 - 20 Dec 2021,0.39%
Beer,Medium,17 Dec 2021 - 20 Dec 2021,26.46%
Beer,High,17 Dec 2021 - 20 Dec 2021,72.76%
Bread,None,17 Dec 2021 - 20 Dec 2021,0.38%
Bread,Low,17 Dec 2021 - 20 Dec 2021,5.00%
Bread,Medium,17 Dec 2021 - 20 Dec 2021,44.62%
Bread,High,17 Dec 2021 - 20 Dec 2021,50.00%
Chocolate selection boxes,None,17 Dec 2021 - 20 Dec 2021,7.00%
Chocolate selection boxes,Low,17 Dec 2021 - 20 Dec 2021,10.89%
Chocolate selection boxes,Medium,17 Dec 2021 - 20 Dec 2021,36.96%
Chocolate selection boxes,High,17 Dec 2021 - 20 Dec 2021,45.14%
Crisps (multipack),None,17 Dec 2021 - 20 Dec 2021,1.54%
Crisps (multipack),Low,17 Dec 2021 - 20 Dec 2021,9.65%
Crisps (multipack),Medium,17 Dec 2021 - 20 Dec 2021,45.95%
Crisps (multipack),High,17 Dec 2021 - 20 Dec 2021,42.86%
Dried pasta,None,17 Dec 2021 - 20 Dec 2021,0.38%
Dried pasta,Low,17 Dec 2021 - 20 Dec 2021,6.54%
Dried pasta,Medium,17 Dec 2021 - 20 Dec 2021,41.92%
Dried pasta,High,17 Dec 2021 - 20 Dec 2021,51.15%
Fresh chicken,None,17 Dec 2021 - 20 Dec 2021,0.77%
Fresh chicken,Low,17 Dec 2021 - 20 Dec 2021,3.85%
Fresh chicken,Medium,17 Dec 2021 - 20 Dec 2021,41.15%
Fresh chicken,High,17 Dec 2021 - 20 Dec 2021,54.23%
Fresh fish,None,17 Dec 2021 - 20 Dec 2021,1.21%
Fresh fish,Low,17 Dec 2021 - 20 Dec 2021,4.84%
Fresh fish,Medium,17 Dec 2021 - 20 Dec 2021,50.00%
Fresh fish,High,17 Dec 2021 - 20 Dec 2021,43.95%
Fresh fruit,None,17 Dec 2021 - 20 Dec 2021,0.77%
Fresh fruit,Low,17 Dec 2021 - 20 Dec 2021,1.92%
Fresh fruit,Medium,17 Dec 2021 - 20 Dec 2021,43.08%
Fresh fruit,High,17 Dec 2021 - 20 Dec 2021,54.23%
Fresh pork,None,17 Dec 2021 - 20 Dec 2021,1.54%
Fresh pork,Low,17 Dec 2021 - 20 Dec 2021,13.85%
Fresh pork,Medium,17 Dec 2021 - 20 Dec 2021,44.23%
Fresh pork,High,17 Dec 2021 - 20 Dec 2021,40.38%
Fresh vegetables,None,17 Dec 2021 - 20 Dec 2021,0.77%
Fresh vegetables,Low,17 Dec 2021 - 20 Dec 2021,3.08%
Fresh vegetables,Medium,17 Dec 2021 - 20 Dec 2021,32.31%
Fresh vegetables,High,17 Dec 2021 - 20 Dec 2021,63.85%
Frozen chips,None,17 Dec 2021 - 20 Dec 2021,0.39%
Frozen chips,Low,17 Dec 2021 - 20 Dec 2021,4.65%
Frozen chips,Medium,17 Dec 2021 - 20 Dec 2021,36.43%
Frozen chips,High,17 Dec 2021 - 20 Dec 2021,58.53%
Frozen fish,None,17 Dec 2021 - 20 Dec 2021,0.78%
Frozen fish,Low,17 Dec 2021 - 20 Dec 2021,3.52%
Frozen fish,Medium,17 Dec 2021 - 20 Dec 2021,39.84%
Frozen fish,High,17 Dec 2021 - 20 Dec 2021,55.86%
Frozen turkey,None,17 Dec 2021 - 20 Dec 2021,5.56%
Frozen turkey,Low,17 Dec 2021 - 20 Dec 2021,18.06%
Frozen turkey,Medium,17 Dec 2021 - 20 Dec 2021,40.28%
Frozen turkey,High,17 Dec 2021 - 20 Dec 2021,36.11%
Frozen vegetables,None,17 Dec 2021 - 20 Dec 2021,0.39%
Frozen vegetables,Low,17 Dec 2021 - 20 Dec 2021,3.49%
Frozen vegetables,Medium,17 Dec 2021 - 20 Dec 2021,36.43%
Frozen vegetables,High,17 Dec 2021 - 20 Dec 2021,59.69%
Ibuprofen,None,17 Dec 2021 - 20 Dec 2021,4.67%
Ibuprofen,Low,17 Dec 2021 - 20 Dec 2021,14.01%
Ibuprofen,Medium,17 Dec 2021 - 20 Dec 2021,43.58%
Ibuprofen,High,17 Dec 2021 - 20 Dec 2021,37.74%
Milk,None,17 Dec 2021 - 20 Dec 2021,0.38%
Milk,Low,17 Dec 2021 - 20 Dec 2021,4.62%
Milk,Medium,17 Dec 2021 - 20 Dec 2021,44.62%
Milk,High,17 Dec 2021 - 20 Dec 2021,50.38%
Paracetamol,None,17 Dec 2021 - 20 Dec 2021,6.18%
Paracetamol,Low,17 Dec 2021 - 20 Dec 2021,18.53%
Paracetamol,Medium,17 Dec 2021 - 20 Dec 2021,32.82%
Paracetamol,High,17 Dec 2021 - 20 Dec 2021,42.47%
Potatoes,None,17 Dec 2021 - 20 Dec 2021,0.77%
Potatoes,Low,17 Dec 2021 - 20 Dec 2021,3.85%
Potatoes,Medium,17 Dec 2021 - 20 Dec 2021,31.15%
Potatoes,High,17 Dec 2021 - 20 Dec 2021,64.23%
Soap,None,17 Dec 2021 - 20 Dec 2021,1.15%
Soap,Low,17 Dec 2021 - 20 Dec 2021,6.15%
Soap,Medium,17 Dec 2021 - 20 Dec 2021,40.38%
Soap,High,17 Dec 2021 - 20 Dec 2021,52.31%
Sparkling water,None,17 Dec 2021 - 20 Dec 2021,1.92%
Sparkling water,Low,17 Dec 2021 - 20 Dec 2021,8.46%
Sparkling water,Medium,17 Dec 2021 - 20 Dec 2021,41.15%
Sparkling water,High,17 Dec 2021 - 20 Dec 2021,48.46%
Toilet rolls,None,17 Dec 2021 - 20 Dec 2021,0.39%
Toilet rolls,Low,17 Dec 2021 - 20 Dec 2021,8.88%
Toilet rolls,Medium,17 Dec 2021 - 20 Dec 2021,45.17%
Toilet rolls,High,17 Dec 2021 - 20 Dec 2021,45.56%
Toothpaste,None,17 Dec 2021 - 20 Dec 2021,0.77%
Toothpaste,Low,17 Dec 2021 - 20 Dec 2021,4.25%
Toothpaste,Medium,17 Dec 2021 - 20 Dec 2021,41.31%
Toothpaste,High,17 Dec 2021 - 20 Dec 2021,53.67%
Washing up liquid,None,17 Dec 2021 - 20 Dec 2021,0.77%
Washing up liquid,Low,17 Dec 2021 - 20 Dec 2021,6.18%
Washing up liquid,Medium,17 Dec 2021 - 20 Dec 2021,33.59%
Washing up liquid,High,17 Dec 2021 - 20 Dec 2021,59.46%
